 GRB	  Tel  Yr   Mo     Dat      Days    Freq      Fl      rms   Ref
 980703   VLA  1998 Sep.   14.57   73.39    8.46     260.      26.  fyb+03
 980703   VLA  1998 Sep.   26.22   85.04    8.46     131.      33.  fyb+03
 980703   VLA  1998 Sep.   26.22   85.04    4.86     193.      43.  fyb+03
 980703   VLA  1998 Sep.   26.22   85.04    1.43      18.      46.  fyb+03
 980703   VLA  1998 Sep.   30.32   89.14    8.46     167.      26.  fyb+03
 980703   VLA  1998 Oct.    6.32   95.14    8.46     143.      33.  fyb+03
 980703   VLA  1998 Oct.    6.32   95.14    4.86      84.      32.  fyb+03
 980703   VLA  1998 Oct.    6.32   95.14    1.43      36.      42.  fyb+03
 980703   VLA  1998 Oct.   18.31  107.13    4.86     106.      19.  fyb+03
 980703   VLA  1998 Oct.   30.24  119.06    1.43     108.      52.  fyb+03
 980703   VLA  1998 Nov.   10.08  129.90    8.46      80.      18.  fyb+03
 980703   VLA  1998 Nov.   10.08  129.90    4.86      90.      21.  fyb+03
 980703   VLA  1998 Nov.   15.03  134.85    1.43      99.      25.  fyb+03
 980703   VLA  1998 Nov.   23.97  143.79    8.46     110.      20.  fyb+03
 980703   VLA  1998 Nov.   23.97  143.79    4.86     146.      24.  fyb+03
 980703   VLA  1998 Dec.   27.04  176.86    8.46     103.      16.  fyb+03
 980703   VLA  1998 Dec.   27.04  176.86    4.86     125.      27.  fyb+03
 980703   VLA  1999 Jan.   29.89  210.71    8.46      70.      17.  fyb+03
 980703   VLA  1999 Jan.   29.89  210.71    4.86      93.      18.  fyb+03
 980703   VLA  1999 Jun.   20.83  352.65    1.43      81.      18.  bkf01 
 980703   VLA  1999 Jul.   19.41  381.23    1.43      54.      10.  bkf01 
 980703   VLA  1999 Sep.    4.82  428.64    8.46      38.       8.  bkf01 
 980703   VLA  1999 Nov.   24.06  508.88    1.43      72.      11.  bkf01 
 980703   VLA  2000 Mar.    5.70  611.52    8.46      55.      19.  bkf01 
 980703   VLA  2000 Oct.   28.69  848.51    1.43      60.      13.  bkf01 
 980703   VLA  2000 Dec.    3.58  884.40    4.86      35.      11.  bkf01 
 980703   VLA  2000 Dec.   28.57  909.39    8.46      40.       8.  bkf01 
 980703   VLA  2001 Feb.    3.47  946.29    1.43     119.      23.  bkf01 
 980703   VLA  2001 Feb.    8.08  950.90    4.86      67.      28.  bkf01 
 980703   VLA  2001 Mar.    5.99  976.81    4.86      49.      16.  bkf01 
 980703   VLA  2001 Mar.   15.98  986.80    8.46      29.      12.  bkf01 
 980703   VLA  2001 Apr.    1.26 1003.08    1.43      83.      30.  bkf01
 981220   VLA  1998 Dec.   23.14    2.23    8.46     -99.      43.  fkbw03
 981220   VLA  1998 Dec.   23.14    2.23    4.86     -99.      45.  fkbw03
 981220   VLA  1998 Dec.   27.21    6.30    8.46     -99.      36.  fkbw03
 981220   VLA  1998 Dec.   27.21    6.30    4.86     -99.      40.  fkbw03
 981220   VLA  1998 Dec.   30.15    9.24    8.46     -99.      49.  fkbw03
 981220   VLA  1998 Dec.   30.15    9.24    4.86     -99.      40.  fkbw03
 981220   JCMT 1998 Dec.   30.24    9.33    350.0    100       1600 Smith99
 981220   VLA  1999 Jan.    4.00   14.09    8.46     -99.      36.  fkbw03
 981220   VLA  1999 Jan.    4.00   14.09    4.86     -99.      36.  fkbw03
 981220   VLA  1999 Jan.    4.00   14.09    1.43     -99.      80.  fkbw03
 981220   VLA  1999 Jan.    6.09   16.18    8.46     -99.      31.  fkbw03
 981220   VLA  1999 Jan.    6.09   16.18    4.86     -99.      37.  fkbw03
 981220   VLA  1999 Jan.    8.04   18.13    8.46     -99.      22.  fkbw03
 981220   VLA  1999 Jan.    8.04   18.13    4.86     -99.      28.  fkbw03
 981220   VLA  1999 Jan.    8.04   18.13    1.43     -99.      80.  fkbw03
 981220   VLA  1999 Jan.   11.09   21.18    8.46     -99.      30.  fkbw03
 981220   VLA  1999 Jan.   13.16   23.25    8.46     -99.      24.  fkbw03
 981220   VLA  1999 Jan.   13.16   23.25    4.86     -99.      30.  fkbw03
 981220   VLA  1999 Jan.   13.16   23.25    1.43     -99.      80.  fkbw03
 981220   VLA  1999 Jan.   16.12   26.21    8.46     -99.      27.  fkbw03
 981220   VLA  1999 Jan.   16.12   26.21    4.86     -99.      34.  fkbw03
 981220   VLA  1999 Jan.   19.17   29.26    8.46     -99.      29.  fkbw03
 981220   VLA  1999 Jan.   19.17   29.26    4.86     -99.      35.  fkbw03
 981220   VLA  1999 Jan.   21.93   32.02    8.46     -99.      32.  fkbw03
 981220   VLA  1999 Jan.   26.02   36.11    8.46     -99.      22.  fkbw03
 981220   VLA  1999 Jan.   28.16   38.25    8.46     -99.      26.  fkbw03
 981220   VLA  1999 Jan.   28.16   38.25    4.86     -99.      27.  fkbw03
 981220   VLA  1999 Jan.   31.00   41.09    8.46     -99.      31.  fkbw03
 981220   VLA  1999 Jan.   31.00   41.09    4.86     -99.      36.  fkbw03
 981220   VLA  1999 Feb.    7.92   49.01    8.46     -99.      30.  fkbw03
 981220   VLA  1999 Feb.    7.92   49.01    4.86     -99.      34.  fkbw03
 981220   VLA  1999 Feb.   17.25   58.34    8.46     -99.      29.  fkbw03
 981220   VLA  1999 Feb.   22.24   63.33    4.86     -99.      27.  fkbw03
 981220   VLA  1999 Feb.   27.95   69.04    8.46     -99.      20.  fkbw03
 981220   VLA  1999 Feb.   27.95   69.04    4.86     -99.      26.  fkbw03
 981220   VLA  1999 Mar.    8.96   78.05    8.46     -99.      21.  fkbw03
 981220   VLA  1999 Mar.    8.96   78.05    4.86     -99.      26.  fkbw03
 981220   VLA  1999 Mar.   13.06   82.15    8.46     -99.      25.  fkbw03
 981220   VLA  1999 Mar.   13.06   82.15    4.86     -99.      28.  fkbw03
 981220   VLA  1999 Mar.   13.06   82.15    1.43     -99.     150.  fkbw03
 981220   VLA  1999 Mar.   22.90   91.99    8.46     -99.      22.  fkbw03
 981220   VLA  1999 Mar.   22.90   91.99    4.86     -99.      25.  fkbw03
 981226   VLA  1998 Dec.   27.00    0.59    4.86     105.      48.  fkb+99
 981226   VLA  1998 Dec.   29.92    3.51    8.46      73.      27.  fkb+99
 981226  JCMT  1998 Dec.   30.15    3.74  352.90     600.    3800.  stv+99
 981226   VLA  1998 Dec.   30.95    4.54    8.46     143.      45.  fkb+99
 981226   VLA  1999 Jan.    3.95    8.54    8.46     169.      28.  fkb+99
 981226   VLA  1999 Jan.    7.98   12.57    8.46      67.      29.  fkb+99
 981226   VLA  1999 Jan.    7.98   12.57    4.86     -13.      43.  fkb+99
 981226   VLA  1999 Jan.   11.06   15.65    8.46      80.      30.  fkb+99
 981226   VLA  1999 Jan.   16.09   20.68    8.46     -28.      30.  fkb+99
 981226   VLA  1999 Jan.   19.89   24.48    8.46      27.      14.  fkb+99
 981226   VLA  1999 Jan.   21.85   26.44    8.46      37.      20.  fkb+99
 981226   VLA  1999 Mar.    4.72   68.31    8.46     -14.      19.  fkb+99
 981226   VLA  1999 Mar.    5.93   69.52    8.46     -14.      14.  fkb+99
 981226   VLA  1999 Mar.   28.74   92.33    8.46       9.      25.  fkb+99
 981226   VLA  1999  May   27.44  152.03    8.46      15.      20.  fkb+99
 990123   VLA  1999 Jan.   23.63    0.22    8.46      62.      32.  kfs+99
 990123  WSRT  1999 Jan.   24.28    0.87    4.88     104.      42.  gbw+99
 990123   VLA  1999 Jan.   24.65    1.24    8.46     260.      32.  kfs+99
 990123  JCMT  1999 Jan.   24.68    1.27  220.00   -4640.    2410.  kfs+99
 990123  PdBI  1999 Jan.   25.18    1.77  232.00   -1600.    1200.  gbw+99
 990123  PdBI  1999 Jan.   25.18    1.77   86.27     100.     290.  gbw+99
 990123  Ryle  1999 Jan.   25.26    1.85   15.00     160.     180.  gbw+99
 990123  WSRT  1999 Jan.   25.47    2.06    4.88     164.     100.  gbw+99
 990123  Ryle  1999 Jan.   26.27    2.86   15.00     -12.     180.  gbw+99
 990123  WSRT  1999 Jan.   26.29    2.88    4.88     -65.     130.  gbw+99
 990123   VLA  1999 Jan.   26.58    3.17    8.46      53.      39.  kfs+99
 990123  WSRT  1999 Jan.   27.20    3.79    1.38      37.      22.  gbw+99
 990123   VLA  1999 Jan.   27.62    4.21    8.46      18.      25.  kfs+99
 990123  JCMT  1999 Jan.   27.82    4.41  220.00       0.    1700.  kfs+99
 990123  JCMT  1999 Jan.   27.88    4.47  350.00   -3100.    1100.  kfs+99
 990123  WSRT  1999 Jan.   28.27    4.86    4.88      -3.      41.  gbw+99
 990123   VLA  1999 Jan.   28.32    4.91    8.46      22.      25.  kfs+99
 990123  OVRO  1999 Jan.   28.39    4.98   99.98   -1400.    1100.  kfs+99
 990123  PdBI  1999 Jan.   28.54    5.13  142.30  -37000.   33000.  gbw+99
 990123  PdBI  1999 Jan.   28.54    5.13  228.90   -9000.   19000.  gbw+99
 990123  PdBI  1999 Jan.   28.54    5.13   86.64   -4100.    9100.  gbw+99
 990123  WSRT  1999 Jan.   29.17    5.76    4.88      -9.      55.  gbw+99
 990123  Ryle  1999 Jan.   29.20    5.79   15.00    -197.     200.  gbw+99
 990123  JCMT  1999 Jan.   29.88    6.47  350.00     630.    1700.  kfs+99
 990123  WSRT  1999 Jan.   30.27    6.86    4.88     -74.      44.  gbw+99
 990123  Ryle  1999 Jan.   30.40    6.99   15.00     106.     420.  gbw+99
 990123  PdBI  1999 Jan.   30.53    7.12  142.30   10000.   29000.  gbw+99
 990123  PdBI  1999 Jan.   30.53    7.12  228.90   13000.   12000.  gbw+99
 990123  PdBI  1999 Jan.   30.53    7.12   86.64    8500.    3500.  gbw+99
 990123  WSRT  1999 Jan.   31.26    7.85    4.88      20.      41.  gbw+99
 990123   VLA  1999 Jan.   31.27    7.86    8.46      49.      19.  kfs+99
 990123  Ryle  1999 Jan.   31.39    7.98   15.00      48.     300.  gbw+99
 990123  PdBI  1999 Feb.    1.47    9.06  212.60     400.    1300.  gbw+99
 990123  PdBI  1999 Feb.    1.47    9.06   86.27    -500.     310.  gbw+99
 990123   VLA  1999 Feb.    2.52   10.11    8.46       4.      26.  kfs+99
 990123  PdBI  1999 Feb.    4.06   11.65  231.50   -2700.    4300.  gbw+99
 990123  PdBI  1999 Feb.    4.06   11.65   86.27     -30.     480.  gbw+99
 990123  Ryle  1999 Feb.    4.39   11.98   15.00     378.     270.  gbw+99
 990123   VLA  1999 Feb.    4.43   12.02    8.46      14.      16.  kfs+99
 990123  JCMT  1999 Feb.    4.81   12.40  350.00    4790.    1440.  kfs+99
 990123  JCMT  1999 Feb.    5.83   13.42  350.00     700.    1200.  kfs+99
 990123  WSRT  1999 Feb.    6.25   13.84    4.88      30.      44.  gbw+99
 990123  Ryle  1999 Feb.    6.37   13.96   15.00    -140.     300.  gbw+99
 990123  JCMT  1999 Feb.    6.84   14.43  350.00    1950.    1820.  kfs+99
 990123  WSRT  1999 Feb.    7.13   14.72    4.88     112.      85.  gbw+99
 990123   VLA  1999 Feb.    7.36   14.95    8.46      10.      23.  kfs+99
 990123  JCMT  1999 Feb.    7.83   15.42  350.00    4100.    2900.  kfs+99
 990123  JCMT  1999 Feb.    7.85   15.44  220.00    -800.    2500.  kfs+99
 990123  Ryle  1999 Feb.    8.36   15.95   15.00     -16.     280.  gbw+99
 990123   VLA  1999 Feb.   11.37   18.96    8.46      16.      16.  kfs+99
 990123   VLA  1999 Feb.   14.44   22.03    8.46      17.      18.  kfs+99
 990123   VLA  1999 Feb.   18.43   26.02    8.46      27.      17.  kfs+99
 990123   VLA  1999 Feb.   21.34   28.93    8.46      24.      12.  kfs+99
 990123   VLA  1999 Feb.   22.29   29.88    8.46      -6.      11.  kfs+99
 990123   VLA  1999 Feb.   25.37   32.96    8.46      -3.      18.  kfs+99
 990123   VLA  1999 Feb.   27.37   34.96    8.46      14.      14.  kfs+99
 990123   VLA  1999 Mar.    4.27   39.86    8.46       8.      13.  kfs+99
 990123   VLA  1999  May    6.29  102.88    8.46       6.      10.  kfs+99
 990123   VLA  1999  May    7.41  104.00    8.46       9.      10.  kfs+99
 990217  ATCA  1999 Feb.   18.41    1.19    4.80     -99.      56.  fkbw03
 990217  ATCA  1999 Feb.   18.41    1.19    8.60     -99.      56.  fkbw03
 990217  ATCA  1999 Feb.   24.32    7.10    4.80     -99.      42.  fkbw03
 990217  ATCA  1999 Feb.   24.32    7.10    8.60     -99.      42.  fkbw03
 990217  ATCA  1999 Feb.   25.32    8.10    4.80     -99.      55.  fkbw03
 990217  ATCA  1999 Feb.   25.32    8.10    8.60     -99.      55.  fkbw03
 990308   VLA  1999 Jun.   18.13  101.91    8.46     -99.      86.  ssh+99
 990308   VLA  1999 Jun.   26.83  110.61    8.46     -99.      38.  ssh+99
 990308   VLA  1999 Jul.    4.05  117.83    1.43     -38.      55.  ssh+99
 990506   VLA  1999  May    8.13    1.66    8.46     447.      50.  tbf+00
 990506   VLA  1999  May    9.17    2.70    8.46     581.      45.  tbf+00
 990506   VLA  1999  May   22.13   15.66    8.46      55.      41.  tbf+00
 990506   VLA  1999 Jun.    6.09   30.62    4.86     -46.      80.  tbf+00
 990506   VLA  1999 Jun.    7.96   32.49    1.40     -21.      90.  tbf+00
 990506   VLA  1999 Jun.    8.03   32.56    8.46      41.      36.  tbf+00
 990506   VLA  1999 Jun.   12.99   37.52    8.46       8.      31.  tbf+00
 990506   VLA  1999 Jun.   13.00   37.53    1.40     -80.      33.  tbf+00
 990506   VLA  1999 Aug.    6.03   91.56    1.40       1.      60.  tbf+00
 990506   VLA  1999 Aug.   22.82  108.35    8.46      25.      30.  tbf+00
 990506   VLA  1999 Sep.   24.70  141.23    8.46      37.      25.  tbf+00
 990506   VLA  2000 Jan.    5.50  244.03    8.46     -54.      70.  tbf+00
 990506   VLA  2000  May   16.16  375.69    8.46      -5.      33.  tbf+00
 990510  ATCA  1999  May   11.09    0.72    4.80     110.      69.  hbf+99
 990510  ATCA  1999  May   11.09    0.72    8.60     104.      74.  hbf+99
 990510  ATCA  1999  May   13.68    3.31    8.70     227.      30.  hbf+99
 990510  ATCA  1999  May   15.61    5.24    8.70     202.      31.  hbf+99
 990510  ATCA  1999  May   17.58    7.21    8.70     138.      32.  hbf+99
 990510  ATCA  1999  May   19.59    9.22    4.80     177.      36.  hbf+99
 990510  ATCA  1999  May   19.59    9.22    8.60     127.      34.  hbf+99
 990510  ATCA  1999  May   25.32   14.95    8.70      82.      28.  hbf+99
 990510  ATCA  1999 Jun.   15.81   36.44    8.70      -1.      28.  hbf+99
 990520   VLA  1999  May   20.69    0.60    4.86     -99.      80.  fkbw03
 990520   VLA  1999  May   20.86    0.77    4.86     -99.      25.  fkbw03
 990520   VLA  1999  May   20.81    0.72    8.46     -99.      20.  fkbw03
 990520   VLA  1999  May   20.93    0.84    1.43     -99.     100.  fkbw03
 990520   VLA  1999  May   21.89    1.80    4.86     -99.      35.  fkbw03
 990520   VLA  1999  May   21.89    1.80    8.46     -99.      28.  fkbw03
 990520   VLA  1999 Jun.    6.72   17.63    4.86     -99.      60.  fkbw03
 990520   VLA  1999 Jun.    6.73   17.64    8.44     -99.      29.  fkbw03
 990520   VLA  1999 Dec.   10.29  204.20    4.85     -99.      56.  fkbw03
 990627  ATCA  1999 Jun.   28.67    1.46    4.80     -99.      47.  fkbw03
 990627  ATCA  1999 Jun.   28.76    1.55    8.60     -99.      56.  fkbw03
 990627  ATCA  1999 Jul.    2.83    5.62    4.80     -99.      37.  fkbw03
 990627  ATCA  1999 Jul.    2.83    5.62    8.60     -99.      40.  fkbw03
 990627  ATCA  1999 Jul.    9.87   12.66    4.80     -99.      42.  fkbw03
 990627  ATCA  1999 Jul.    9.87   12.66    8.60     -99.      42.  fkbw03
 990704   VLA  1999 Jul.    5.93    1.20    8.49     -99.      60.  fkbw03
 990704   VLA  1999 Jul.    8.11    3.38    8.49     -99.      30.  fkbw03
 990704   VLA  1999 Jul.    8.99    4.26    8.49     -99.      20.  fkbw03
 990704   VLA  1999 Jul.   12.84    8.11    8.49     -99.      25.  fkbw03
 990704   VLA  1999 Aug.   17.97   44.24    8.49     -99.      25.  fkbw03
 990705  ATCA  1999 Jul.    6.33    0.66    4.80       0.      68.  fkbw03
 990705  ATCA  1999 Jul.    6.33    0.66    8.60       0.      68.  fkbw03
 990705  ATCA  1999 Jul.    8.19    2.52    8.70      11.      36.  fkbw03
 990712  ATCA  1999 Jul.   15.86    3.16    8.70      60.      50.  fkbw03
 990712  ATCA  1999 Jul.   18.81    6.11    8.70      20.      32.  fkbw03
 990712  ATCA  1999 Jul.   26.93   14.23    8.70      30.      34.  fkbw03
 991014   VLA  1999 Oct.   16.59    1.68    1.43     -99.      44.  fkbw03
 991014   VLA  1999 Oct.   16.59    1.68    8.46     -99.      25.  fkbw03
 991014   VLA  1999 Oct.   25.47   10.56    8.46     -99.      28.  fkbw03
 991014   VLA  1999 Nov.   22.42   38.51    8.46     -99.      27.  fkbw03
 991014   VLA  1999 Dec.    4.33   50.42    8.46     -99.      29.  fkbw03
 991106   VLA  1999 Nov.    7.34    0.89    8.46     -99.      34.  fkbw03
 991106   VLA  1999 Nov.    9.17    2.72    8.46     -99.      34.  fkbw03
 991106   VLA  1999 Nov.    9.36    2.91    1.43     -99.     125.  fkbw03
 991106   VLA  1999 Nov.   10.06    3.61    8.46     -99.      38.  fkbw03
 991106   VLA  1999 Nov.   11.98    5.53    8.46     -99.      44.  fkbw03
 991106   VLA  1999 Nov.   13.29    6.84    8.46     -99.      51.  fkbw03
 991106   VLA  1999 Nov.   13.31    6.86    4.86     -99.      41.  fkbw03
 991106   VLA  1999 Nov.   16.22    9.77    8.46     -99.      57.  fkbw03
 991106   VLA  1999 Nov.   28.08   21.63    8.46     -99.      21.  fkbw03
 991208   VLA  1999 Dec.   10.92    2.73    4.86     327.      45.  gbb+00
 991208   VLA  1999 Dec.   10.92    2.73    8.46     707.      39.  gbb+00
 991208  Ryle  1999 Dec.   11.51    3.32   15.00    2100.     300.  gbb+00
 991208  OVRO  1999 Dec.   11.63    3.44  100.00    3600.     800.  gbb+00
 991208  MAMB  1999 Dec.   11.77    3.58  250.00    2600.     800.  gbb+00
 991208   VLA  1999 Dec.   12.04    3.85    4.86     622.      66.  gbb+00
 991208   VLA  1999 Dec.   12.04    3.85    8.46    1630.      51.  gbb+00
 991208  MAMB  1999 Dec.   12.38    4.19  250.00    2000.     500.  gbb+00
 991208  Ryle  1999 Dec.   12.44    4.25   15.00    2100.     400.  gbb+00
 991208  Ryle  1999 Dec.   13.55    5.36   15.00    3100.     600.  gbb+00
 991208   40m  1999 Dec.   13.63    5.44   30.00    2700.    1300.  gbb+00
 991208   VLA  1999 Dec.   13.81    5.62    8.46    1900.      66.  gbb+00
 991208  OVRO  1999 Dec.   13.84    5.65  100.00    3500.     800.  gbb+00
 991208  MAMB  1999 Dec.   14.35    6.16  250.00    2000.     700.  gbb+00
 991208   40m  1999 Dec.   14.62    6.43   30.00    1700.    1000.  gbb+00
 991208  VLBA  1999 Dec.   14.73    6.54    8.35     967.      55.  gfb+03
 991208  VLBA  1999 Dec.   14.73    6.54    4.85     448.      67.  gfb+03
 991208   40m  1999 Dec.   14.84    6.65   30.00    3600.    1200.  gbb+00
 991208  Ryle  1999 Dec.   15.61    7.42   15.00    2300.     400.  gbb+00
 991208  PdBI  1999 Dec.   15.62    7.43   86.24    2500.     500.  gbb+00
 991208  OVRO  1999 Dec.   15.72    7.53  100.00    1900.     800.  gbb+00
 991208  JCMT  1999 Dec.   15.82    7.63  350.00    3400.    3700.  stw+01
 991208   VLA  1999 Dec.   15.90    7.71    1.43     250.      60.  gbb+00
 991208   VLA  1999 Dec.   15.91    7.72    8.46    1990.      33.  gbb+00
 991208   VLA  1999 Dec.   16.80    8.61    1.43     250.      70.  gbb+00
 991208  OVRO  1999 Dec.   16.89    8.70  100.00    1700.     800.  gbb+00
 991208   VLA  1999 Dec.   17.81    9.62    8.46     999.      50.  gbb+00
 991208  VLBA  1999 Dec.   18.72   10.53    8.35    1008.      60.  gfb+03
 991208  VLBA  1999 Dec.   18.72   10.53    4.85     888.      74.  gfb+03
 991208   VLA  1999 Dec.   18.81   10.62    8.46    1182.      52.  gbb+00
 991208  JCMT  1999 Dec.   19.82   11.63  350.00    -800.    1800.  stw+01
 991208   VLA  1999 Dec.   19.92   11.73    8.46    1930.      53.  gbb+00
 991208  Ryle  1999 Dec.   20.68   12.49   15.00     300.     600.  gbb+00
 991208   VLA  1999 Dec.   20.92   12.73    8.46    1173.      49.  gbb+00
 991208  MAMB  1999 Dec.   21.38   13.19  250.00     100.     600.  gbb+00
 991208   VLA  1999 Dec.   21.96   13.77    1.43      18.      56.  gbb+00
 991208   VLA  1999 Dec.   21.96   13.77   14.97    1650.     250.  gbb+00
 991208   VLA  1999 Dec.   21.96   13.77   22.49    1100.     300.  gbb+00
 991208   VLA  1999 Dec.   21.96   13.77    4.86     820.      52.  gbb+00
 991208   VLA  1999 Dec.   21.96   13.77    8.46    1146.      66.  gbb+00
 991208  Ryle  1999 Dec.   23.60   15.41   15.00     500.     500.  gbb+00
 991208   VLA  1999 Dec.   23.80   15.61    8.46     782.      40.  gfb+03
 991208  VLBA  1999 Dec.   26.70   18.51    8.35     430.      75.  gfb+03
 991208  VLBA  1999 Dec.   26.70   18.51    4.85     431.      92.  gfb+03
 991208   VLA  1999 Dec.   26.78   18.59    8.46     693.      38.  gfb+03
 991208   VLA  1999 Dec.   28.98   20.79    8.46     464.      44.  gfb+03
 991208   VLA  1999 Dec.   29.49   21.30    8.46     679.      30.  gfb+03
 991208   VLA  1999 Dec.   29.49   21.30    4.86     501.      42.  gfb+03
 991208   VLA  1999 Dec.   29.49   21.30    1.43      79.      41.  gfb+03
 991208  VLBA  2000 Jan.    4.69   27.50    8.35     474.      56.  gfb+03
 991208  VLBA  2000 Jan.    4.69   27.50    4.85     440.      64.  gfb+03
 991208   VLA  2000 Jan.    5.94   28.75    8.46     646.      58.  gfb+03
 991208   VLA  2000 Jan.    9.89   32.70    8.46     337.      34.  gfb+03
 991208   VLA  2000 Jan.    9.89   32.70    1.43      61.      53.  gfb+03
 991208   VLA  2000 Jan.   13.79   36.60    8.46     574.      25.  gfb+03
 991208   VLA  2000 Jan.   13.79   36.60    1.43      56.      40.  gfb+03
 991208   VLA  2000 Jan.   17.85   40.66    8.46     400.      23.  gfb+03
 991208   VLA  2000 Jan.   17.85   40.66    1.43      73.      42.  gfb+03
 991208   VLA  2000 Jan.   21.92   44.73    8.46     458.      31.  gfb+03
 991208   VLA  2000 Jan.   21.92   44.73    1.43      98.      59.  gfb+03
 991208   VLA  2000 Jan.   24.81   47.62    4.86     212.      29.  gfb+03
 991208   VLA  2000 Jan.   25.85   48.66    8.46     442.      23.  gfb+03
 991208   VLA  2000 Jan.   25.85   48.66    1.43      54.      37.  gfb+03
 991208   VLA  2000 Jan.   30.85   53.66    8.46     290.      21.  gfb+03
 991208   VLA  2000 Jan.   30.85   53.66    1.43      43.      41.  gfb+03
 991208   VLA  2000 Feb.    4.80   58.61    8.46     239.      24.  gfb+03
 991208   VLA  2000 Feb.    4.80   58.61    1.43      82.      43.  gfb+03
 991208   VLA  2000 Feb.   10.78   64.59    8.46     232.      27.  gfb+03
 991208   VLA  2000 Feb.   10.78   64.59    1.43      60.      49.  gfb+03
 991208   VLA  2000 Mar.   13.63   96.44    8.46     172.      33.  gfb+03
 991208   VLA  2000 Mar.   27.57  110.38    8.46     177.      47.  gfb+03
 991208   VLA  2000 Apr.   13.67  127.48    8.46     123.      26.  gfb+03
 991208   VLA  2000  May    4.62  148.43    8.46     106.      23.  gfb+03
 991208   VLA  2000  May    7.64  151.45    8.46     152.      25.  gfb+03
 991208   VLA  2000 Jun.    6.45  181.26    8.46      38.      40.  gfb+03
 991208   VLA  2000 Jun.   14.40  189.21    8.46      29.      30.  gfb+03
 991208   VLA  2000 Aug.   27.76  263.57    8.46      31.      27.  gfb+03
 991208   VLA  2000 Sep.   10.85  277.66    8.46      44.      21.  gfb+03
 991208   VLA  2000 Sep.   16.78  283.59    8.46      20.      19.  gfb+03
 991208   VLA  2000 Sep.   24.77  291.58    8.46      51.      15.  gfb+03
 991208   VLA  2000 Sep.   27.10  293.91    8.46      48.      20.  gfb+03
 991216  Ryle  1999 Dec.   18.00    1.33   15.00    1100.     250.  fbg+00
 991216   VLA  1999 Dec.   18.16    1.49    8.46     960.      67.  fbg+00
 991216  VLBA  1999 Dec.   18.32    1.65    8.42     705.      85.  fbg+00
 991216  JCMT  1999 Dec.   18.48    1.81  350.00     650.    1560.  fbg+00
 991216  JCMT  1999 Dec.   18.48    1.81  350.00     700.    1600.  stw+01
 991216  OVRO  1999 Dec.   19.30    2.63   99.90      90.     700.  fbg+00
 991216   VLA  1999 Dec.   19.35    2.68    8.46     607.      32.  fbg+00
 991216  JCMT  1999 Dec.   19.45    2.78  350.00   -2000.    1700.  stw+01
 991216  JCMT  1999 Dec.   19.45    2.78  350.00   -2000.    1670.  fbg+00
 991216  Ryle  1999 Dec.   20.09    3.42   15.00    -100.     400.  fbg+00
 991216  Ryle  1999 Dec.   22.01    5.34   15.00     -10.     200.  fbg+00
 991216   VLA  1999 Dec.   23.30    6.63    8.46     343.      43.  fbg+00
 991216   VLA  1999 Dec.   24.29    7.62    8.46     127.      58.  fbg+00
 991216   VLA  1999 Dec.   26.40    9.73    8.46     170.      72.  fbg+00
 991216   VLA  1999 Dec.   28.24   11.57    8.46     211.      25.  fbg+00
 991216   VLA  1999 Dec.   29.43   12.76    8.46     136.      37.  fbg+00
 991216   VLA  1999 Dec.   31.26   14.59    8.46     123.      39.  fbg+00
 991216   VLA  2000 Jan.    2.01   16.34    8.46     130.      22.  fbg+00
 991216   VLA  2000 Jan.    3.11   17.44    8.46     131.      36.  fbg+00
 991216   VLA  2000 Jan.    3.11   17.44    4.86     126.      31.  fbg+00
 991216   VLA  2000 Jan.    3.11   17.44    1.43     257.     100.  fbg+00
 991216   VLA  2000 Jan.    6.15   20.48    8.46     123.      30.  fbg+00
 991216   VLA  2000 Jan.   23.95   38.28    8.46      79.      31.  fbg+00
 991216   VLA  2000 Jan.   28.16   42.49    8.46     148.      33.  fbg+00
 991216   VLA  2000 Feb.    5.18   50.51    8.46       3.      30.  fbg+00
 991216   VLA  2000 Feb.   15.07   60.40    1.43     -55.      37.  fbg+00
 991216   VLA  2000 Feb.   15.07   60.40    8.46      10.      24.  fbg+00
 991216   VLA  2000 Mar.    3.85   78.18    8.46      47.      19.  fbg+00
 000115   VLA  2000 Jan.   18.22    2.60    8.46     -99.      81.  fkbw03
 000126   VLA  2000 Feb.    4.08    8.10    4.86     -99.      87.  fkbw03
 000131  ATCA  2000 Feb.    8.42    7.80    8.70     161.      54.  fkbw03
 000131  ATCA  2000 Feb.   11.40   10.78    8.70     207.      46.  fkbw03
 000131  ATCA  2000 Feb.   26.39   25.77    4.80     -99.      41.  fkbw03
 000131  ATCA  2000 Feb.   26.39   25.77    8.60     -99.      41.  fkbw03
 000210   VLA  2000 Feb.   10.98    0.62    8.46      34.      70.  pfg+02
 000210  ATCA  2000 Feb.   12.32    1.96    8.70      -4.      59.  pfg+02
 000210   VLA  2000 Feb.   14.90    4.54    8.46      15.      37.  pfg+02
 000210   VLA  2000 Feb.   15.03    4.67    8.46     -34.      42.  pfg+02
 000210   VLA  2000 Feb.   18.95    8.59    8.46      93.      21.  pfg+02
 000210   VLA  2000 Feb.   26.95   16.59    8.46      20.      16.  pfg+02
 000210   VLA  2000 Mar.    3.92   22.56    8.46      58.      33.  pfg+02
 000210   VLA  2000 Mar.   27.81   46.45    8.46      45.      45.  pfg+02
 000210   VLA  2000  May   28.73  108.37    8.46      48.      26.  pfg+02
