 GRB	  Tel  Yr   Mo     Dat      Days    Freq      Fl      rms   Ref
 011211   VLA  2001 Dec.   18.58    6.78    8.46     150.      17.  fox+02
 011211   VLA  2001 Dec.   19.52    7.72    8.46     105.      23.  fox+02
 011211   VLA  2001 Dec.   19.56    7.76   22.50     263.      73.  fox+02
 011211   VLA  2001 Dec.   22.55   10.75    8.46     102.      23.  fox+02
 011211   VLA  2001 Dec.   23.59   11.79    8.46     163.      22.  fox+02
 011211   VLA  2001 Dec.   28.59   16.79    8.46     136.      27.  fox+02
 011211   VLA  2002 Jan.    6.59   25.79    8.46      27.      28.  fox+02
 011211   VLA  2002 Jan.    8.42   27.62    8.46      68.      21.  fox+02
 011211   VLA  2002 Jan.   17.48   36.68    8.46      24.      16.  fox+02
020124    VLA   2002 Jan. 26.22   1.77    8.46    84     30        bkb+02
020124    VLA   2002 Jan. 26.25   1.80    22.5    -60    100       bkb+02
020124    VLA   2002 Jan. 27.22   2.77    8.46    45     25        bkb+02
020124    VLA   2002 Feb.  1.40   7.95    8.46    49     17        bkb+02
020127    VLA   2002 Feb. 14.20   17.33    8.46    -99    45        gcn1250 
020127    VLA   2002 Feb. 16.23   19.36    8.46    -99    37        gcn1257 
020127    VLA   2002 Feb. 21.97   25.10    8.46    -99    42        gcn1257 
020127    VLA   2002 Mar. 18.10   49.23    8.46    -99    23        xxxxxx
020305    VLA   2002 Mar. 13.41	 7.91	 8.46	  57	22	  xxxxxx
020305    VLA   2002 Mar. 28.39	22.89	 8.46	  76	15	  xxxxxx
020305    VLA   2002 Apr. 05.24	30.74	 8.46	 -27	28	  xxxxxx
020305    VLA   2002 May  07.30	62.80	 8.46	  3.5	25	  xxxxxx
020305    VLA   2002 May  23.07	78.57	 8.46	  65	25	  xxxxxx
020305    VLA   2002 May  30.20	85.70	 8.46	  48	23	  xxxxxx
020321    ATCA  2002 Mar. 21.90	 0.72 	 8.7	-99	38        gcn1308
020321    ATCA  2002 Mar. 21.90	 0.72	 4.8	-99	38        gcn1308
020321    ATCA  2002 Mar. 30.10	 8.92	 8.7	-99	41        xxxxx
020321    ATCA  2002 Mar. 30.10	 8.92	 4.8	-99	38        xxxxx
020322    VLA   2002 Mar. 22.71  0.55    8.46    -99    25	  xxxxxx
020322    VLA   2002 Mar. 23.70  1.54    8.46    -99    18	  xxxxxx
020322    VLA   2002 Mar. 26.94  4.78    8.46    -99    15	  xxxxxx
020322    VLA   2002 Mar. 28.81  6.65    8.46    -99    22	  xxxxxx
020322    VLA   2002 Apr. 04.78 13.62    8.46    -99    15	  xxxxxx
020322    VLA   2002 Apr. 22.67 31.51    8.46    -99    16	  xxxxxx
020322    VLA   2002 May  17.48 56.32    8.46    -99    16	  xxxxxx
020331	  VLA	2002 Apr. 09.42	 8.73 	 8.46	 -99	38	  xxxxxx
020405	  VLA	2002 Apr. 6.22	1.19	 8.46	487  	34  	  gcn1331
020405	  VLA	2002 Apr. 6.25	1.22     22.5	200  	150	  xxxxxx
020405	  VLA	2002 Apr. 8.36 	3.33	 8.46	144  	43  	  xxxxxx
020405	  VLA	2002 Apr. 8.38  3.35	 4.86	158  	49  	  xxxxxx 
020405	  VLA	2002 Apr. 8.40  3.37	 1.43	230  	78  	  xxxxxx
020405	  VLA	2002 Apr. 8.42  3.39	 22.5	  0    	300  	  xxxxxx 
020405	  VLA	2002 Apr. 9.40  4.37	 8.46	128  	41  	  xxxxxx
020405	  VLA	2002 Apr. 10.28 5.25	 8.46	 75  	18	  xxxxxx
020405	  VLA	2002 Apr. 13.24 8.21	 8.46	 37  	27  	  xxxxxx  
020405	  VLA	2002 Apr. 21.28 16.25	 8.46	106  	20  	  xxxxxx  
020405	  VLA	2002 May  07.24 32.21	 8.46	 57  	20  	  xxxxxx 
020405	  VLA	2002 May  21.16 46.13 	 8.46	 60  	25  	  xxxxxx 
020405	  VLA	2002 May  24.17 49.14 	 8.46	  8  	21  	  xxxxxx 
020405	  VLA	2002 May  27.19 52.16 	 8.46	 26  	25  	  xxxxxx
020409	  VLA   2002 Apr. 13.94	4.06	 4.86	 -99	39	  xxxxxx
020409	  VLA   2002 Jun. 15.86	66.98	 4.86	 -99	55	  xxxxxx
020410	  ATCA	2002 Apr. 23.54	13.09	 8.7	 64	51	  gcn1380
020427	  ATCA	2002 May  11.80	14.64	 8.7	 -99	35	  gcn1390
020525	  VLA   2002 May  30.16	4.93	 4.86	 -99	46	  xxxxxx
020525	  VLA   2002 Jun. 12.01	17.78	 4.86	 -99	45	  xxxxxx
020531	  VLA	2002 Jun. 01.16	1.14	 4.86	 -99	51	  gcn1418
020531	  VLA	2002 Jun. 03.15	3.13	 4.86	 -99	50	  gcn1418
020531	  VLA	2002 Jun. 04.17	4.15	 4.86	 -99	55	  gcn1418
020531	  VLA	2002 Jun. 04.23	4.21	 8.46	 -99	55	  gcn1418
020531	  VLA	2002 Jun. 12.06	12.04	 4.86	 -99	54	  xxxxxx
020813    MAMBO 2002 Aug. 13.84  0.73    250.    1450   1150      gcn1497
020813    PdBI  2002 Aug. 13.96  0.85    89.19  -130    370       gcn1487
020813    PdBI  2002 Aug. 13.96  0.85    232.0  -630    2060      gcn1487
020813    VLA   2002 Aug. 14.35  1.24    8.46   323     39        gcn1490
020813    MAMBO 2002 Aug. 14.98  1.87    250.    1080   1390      gcn1497
020813    VLA   2002 Aug. 15.25  2.14    4.86    304     33        xxxxxx
020813    VLA   2002 Aug. 15.28  2.17    8.46    263     27        xxxxxx
020813    VLA   2002 Aug. 17.13  4.02    4.86    232     45        xxxxxx
020813    VLA   2002 Aug. 17.13  4.02    8.46    87.4    33        xxxxxx
020813    VLA   2002 Aug. 18.26  5.15    4.86    349     43        xxxxxx
020813    VLA   2002 Aug. 18.27  5.16    8.46    195     31        xxxxxx
020813    VLA   2002 Aug. 19.32  6.21    4.86     67     48        xxxxxx
020813    VLA   2002 Aug. 19.33  6.22    8.46     47     34        xxxxxx
020813    VLA   2002 Aug. 22.10  8.99    4.86     23     42        xxxxxx
020813    VLA   2002 Aug. 22.12  9.01    8.46     26     35        xxxxxx
020813    VLA   2002 Aug. 23.31 10.20    8.46     55     32        xxxxxx
020813    VLA   2002 Aug. 29.24 16.13    8.46     63     30        xxxxxx
020813    VLA   2002 Sep. 10.23 28.12    8.46     38     23        xxxxxx
020813    VLA   2002 Sep. 18.22 36.11    8.46     36     22        xxxxxx
020813    VLA   2002 Sep. 23.22 41.11    8.46     11     15        xxxxxx
020813    VLA   2002 Sep. 24.18 42.07    8.46     38     18        xxxxxx
020819	  VLA	2002 Aug. 21.37  1.75	8.46	315	18	  xxxxxx
020819	  VLA	2002 Aug. 23.34	 3.72	8.46	176	19	  xxxxxx
020819	  VLA	2002 Aug. 23.36	 3.74	1.43	 39	60	  xxxxxx
020819	  VLA	2002 Aug. 29.32	 9.70	8.46	264	30	  xxxxxx
020819	  VLA	2002 Aug. 29.34	 9.72	4.86	224	34	  xxxxxx
020819	  VLA	2002 Sep. 10.27	21.65	8.46	161	24	  xxxxxx
020819	  VLA	2002 Sep. 18.26	29.64	8.46	109	20	  xxxxxx
020819	  VLA	2002 Oct. 03.17	44.55	8.46	 43	31	  xxxxxx
020819	  VLA	2002 Dec. 24.07	126.45	8.46	 79	25	  xxxxxx
020819	  VLA	2002 Dec. 28.02	130.40	8.46	 32	26	  xxxxxx
020819	  VLA	2003 Jan. 10.06	143.44	8.46	 62	25	  xxxxxx
020819	  VLA	2003 Jan. 23.90 157.28	8.46	 5.7	14	  xxxxxx
020903    VLA   2002 Sep. 27.22 23.80   8.46	1058    19	  xxxxxx
020903    VLA   2002 Sep. 29.11 25.69   22.5	590     125	  xxxxxx
020903    VLA   2002 Sep. 29.11 25.69   8.46	746     37	  xxxxxx
020903    VLA   2002 Sep. 29.14 25.72   4.86	552     42	  xxxxxx 
020903    VLA   2002 Sep. 29.18 25.76   1.43	197     70 	  xxxxxx 
020903    VLA   2002 Oct.  2.09 28.67   22.5     0      270	  xxxxxx 
020903    VLA   2002 Oct.  2.07 28.65   8.46	765     41 	  xxxxxx 
020903    VLA   2002 Oct.  2.09 28.67   4.86	788     45 	  xxxxxx 
020903    VLA   2002 Oct.  2.11 28.69   1.43	210     91 	  xxxxxx 
020903    VLA   2002 Oct. 10.14 36.72   8.46	640     40 	  xxxxxx 
020903    VLA   2002 Oct. 10.15 36.73   4.86	832     47 	  xxxxxx 
020903    VLA   2002 Oct. 10.15 36.73   1.43	294     91 	  xxxxxx 
020903    VLA   2002 Nov. 13.02 70.60   8.46	190     30 	  xxxxxx  
020903    VLA   2002 Nov. 13.04 70.62   4.86	380     38 	  xxxxxx  
020903    VLA   2002 Nov. 18.99 76.57   1.43	175     56 	  xxxxxx 
020903    VLA   2003 Mar. 03.71 181.29  4.86	222     55 	  xxxxxx 
020903    VLA   2003 Mar. 07.72 185.30  4.86	145     37 	  xxxxxx 
020903    VLA   2003 Mar. 14.74 192.32  4.86	113     31 	  xxxxxx 
020903    VLA   2003 Mar. 17.69 195.29  4.86	77      31 	  xxxxxx 
020903    VLA   2003 Sep. 15.22 376.82  4.86	12      37 	  xxxxxx 
020903    VLA   2003 Sep. 15.29 376.89  1.43	12      89 	  xxxxxx 
021004    JCMT  2002 Oct. 04.64  0.14   350.0   -1600  21500      xxxxxx
021004    JCMT  2002 Oct. 05.36  0.86   350.0   -2750  3900       xxxxxx
021004    JCMT  2002 Oct. 06.42  1.92   350.0     740  1300       xxxxxx
021004    JCMT  2002 Oct. 11.49  6.99   350.0   -3300  1100       xxxxxx 
021004    MAMBO	2002 Oct. 05.06  0.56  	250.0	1700    650       xxxxxx
021004    MAMBO	2002 Oct. 05.97  1.47  	250.0	4540    570       xxxxxx
021004    MAMBO	2002 Oct. 07.86  3.36  	250.0	4510   1720       xxxxxx
021004    MAMBO	2002 Oct. 11.06  6.56 	250.0	 680    530       xxxxxx
021004    MAMBO	2002 Oct. 12.09  7.59	250.0	 920   1180       xxxxxx
021004    MAMBO	2002 Oct. 12.82  8.32	250.0	1350    770       xxxxxx
021004    MAMBO	2002 Oct. 13.01  8.51	250.0	1480    730       xxxxxx
021004    PdBI  2002 Oct. 05.98  1.48  	231.7	1900   1500	  gcn1590
021004    OVRO	2002 Oct. 05.34  0.84  	98.0	 800    800       xxxxxx
021004    OVRO	2002 Oct. 09.30  4.80  	98.0	1850    450       xxxxxx
021004    OVRO	2002 Oct. 15.23 10.73  	98.0	 100    600       xxxxxx  
021004    OVRO	2002 Oct. 16.20 11.70  	98.0	 600    500       xxxxxx  
021004    OVRO	2002 Oct. 17.19 12.69  	98.0	 500    700       xxxxxx  
021004    PdBI  2002 Oct. 05.98  1.48  	86.2	2500    300	  gcn1590
021004    VLA   2002 Oct. 05.27  0.77  	22.5	 610     66       gcn1574
021004    VLA   2002 Oct. 06.26  1.76   22.5	 729     73       xxxxxx
021004    VLA   2002 Oct. 08.09  3.59 	22.5	1418    113       xxxxxx
021004    VLA   2002 Oct. 10.23  5.73  	22.5	1230    54        xxxxxx
021004    VLA   2002 Oct. 11.13  6.63  	22.5	1339    103       xxxxxx
021004    VLA   2002 Oct. 15.30 10.80   22.5	1305    78        xxxxxx
021004    VLA   2002 Oct. 17.09 12.59   22.5	1011    115       xxxxxx
021004    VLA   2002 Oct. 22.03 17.53   22.5	872     168       xxxxxx
021004    VLA   2002 Oct. 27.99 23.49   22.5	780     155       xxxxxx
021004    VLA   2002 Nov. 08.38 34.88   22.5	503     126       xxxxxx
021004    VLA   2003 Jan. 08.01 95.51	22.5	117	 51	  xxxxxx
021004    Ryle  2002 Oct. 05.06  0.56  	15.0	590     300       gcn1575
021004    Ryle  2002 Oct. 05.96  1.46   15.0	820     280       gcn1588
021004    Ryle  2002 Oct. 08.04  3.54   15.0	1140    300       gcn1604
021004    Ryle  2002 Oct. 10.04  5.54   15.0	990     230       xxxxxx
021004    Ryle  2002 Oct. 11.05  6.55  	15.0	790     280       xxxxxx
021004    VLA   2002 Oct. 05.29	 0.79 	8.46	206     45        xxxxxx
021004    VLA   2002 Oct. 06.29	 1.79	8.46	288     46        xxxxxx
021004    VLA   2002 Oct. 08.12	 3.62 	8.46	546     33        xxxxxx
021004    VLA   2002 Oct. 10.18	 5.68 	8.46	598     33        gcn1613
021004    VLA   2002 Oct. 11.13	 6.63	8.46	252     57        xxxxxx
021004    VLA   2002 Oct. 13.01	 8.51	8.46	352     39        xxxxxx
021004    VLA   2002 Oct. 17.11	12.61	8.46	691     44        xxxxxx
021004    VLA   2002 Oct. 18.00	13.50	8.46	423     47        xxxxxx
021004    VLA   2002 Oct. 22.03	17.53	8.46	780     51        xxxxxx
021004    VLA   2002 Oct. 25.98	21.48	8.46	324     40        xxxxxx
021004    VLA   2002 Nov. 03.02	29.52	8.46	551     38        xxxxxx
021004    VLA   2002 Nov. 07.19	33.69	8.46	625     35        xxxxxx
021004    VLA   2002 Nov. 09.38	35.88	8.46	535     36        xxxxxx
021004    VLA   2002 Nov. 15.29	41.79	8.46	386     29        xxxxxx
021004    VLA   2002 Nov. 22.01	48.51	8.46	394     42        xxxxxx
021004    VLA   2002 Nov. 30.28	56.78	8.46	279     28        xxxxxx
021004    VLA   2002 Dec. 08.02	64.52	8.46	272     27        xxxxxx    
021004    VLA   2002 Dec. 23.03	79.53	8.46	215     19	  xxxxxx    
021004	  VLA	2003 Jan. 06.92 94.42   8.46	166	15	  xxxxxx
021004    VLA   2003 Feb. 21.74 140.24  8.46     94     16        xxxxxx
021004    VLA   2003 Feb. 23.70 142.20  8.46     47     24        xxxxxx
021004    VLA   2003 Mar. 21.70 168.20  8.46     42     24        xxxxxx
021004    VLA   2003 Mar. 24.75 171.25  8.46     79     16        xxxxxx
021004    VLA   2003 Mar. 25.79 172.29  8.46     69     16        xxxxxx
021004    VLA   2003 Mar. 27.80 174.30  8.46     71     20        xxxxxx
021004    VLA   2003 Apr. 01.73 179.23  8.46     71     24        xxxxxx
021004    VLA   2003 Apr. 07.76 185.26  8.46     52     16        xxxxxx
021004    VLA   2003 Apr. 21.76 199.26  8.46     44     12        xxxxxx
021004    VLA   2002 Oct. 10.19	 5.69	4.86	359     38        gcn1613
021004    VLA   2002 Oct. 13.03	 8.53	4.86	149     41        xxxxxx    
021004    VLA   2002 Oct. 18.01	13.51	4.86	221     48        xxxxxx    
021004    VLA   2002 Oct. 25.98	21.48	4.86	321     42        xxxxxx    
021004    VLA   2002 Nov. 03.03	29.53	4.86	499     37        xxxxxx    
021004    VLA   2002 Nov. 07.20	33.70	4.86	481     41        xxxxxx    
021004    VLA   2002 Nov. 09.40	35.90	4.86	493     44        xxxxxx    
021004    VLA   2002 Nov. 15.30	41.80	4.86	385     34        xxxxxx    
021004    VLA   2002 Nov. 22.02	48.52	4.86	182     33        xxxxxx    
021004    VLA   2002 Nov. 30.30	56.80	4.86	259     32        xxxxxx    
021004    VLA   2002 Dec. 09.02	65.52	4.86	269     28	  xxxxxx
021004    VLA   2002 Dec. 20.05 76.55   4.86    247     24	  xxxxxx 
021004    VLA   2003 Jan. 06.99	94.49	4.86	134	16	  xxxxxx
021004    VLA   2003 Feb. 23.82 142.32  4.86     78     28        xxxxxx
021004    VLA   2002 Oct. 10.17	 5.67	1.43	48      53        gcn1613
021004    VLA   2002 Nov. 15.28	41.78	1.43	0       65        xxxxxx
021008	  VLA	2002 Oct. 17.66	 9.37	 8.46	-99	35	  gcn1647
021008	  VLA	2002 Oct. 17.67	 9.38	 4.86	-99	35	  gcn1647
021008	  VLA	2002 Oct. 19.73	11.44	 8.46	-99	34	  gcn1647
021008	  VLA	2002 Oct. 19.75	11.46	 4.86	-99	35	  gcn1647
021020	  VLA	2002 Oct. 24.85	 4.01	 8.46	-99	55	  xxxxxxx
021020	  VLA	2002 Oct. 24.85	 4.01	 4.86	-99	65	  xxxxxxx
021125	  VLA	2002 Dec. 08.03	12.28	 8.46	-99	44	  gcn1729
021201	  VLA	2002 Dec. 03.49	 2.26	 1.43	-99	150	  gcn1722
021206	  VLA	2002 Dec. 11.54	 4.60	4.86	388	55	  gcn2280
021206	  VLA	2002 Dec. 14.57	 7.63	4.86	432	47	  gcn2280
021206	  VLA	2003 Feb. 10.58	65.64	4.86	101	43	  gcn2280
021206	  VLA	2003 Feb. 13.57	68.63	8.46	137	35	  gcn2280
021206	  VLA	2003 Feb. 15.51	70.57	4.86	 58	24	  gcn2280
021206	  VLA	2003 Feb. 18.44	73.50	8.46	102	36	  gcn2280
021206	  VLA	2003 Feb. 23.38	78.44	8.46	 22	35	  gcn2280
021206	  VLA	2003 Mar.  5.41	88.47	8.46	 72	25	  gcn2280
021206	  VLA	2003 Mar. 24.44	107.50	8.46	 61	23	  gcn2280
021206	  VLA	2003 Mar. 26.55	109.61	8.46	 64	32	  gcn2280
021206	  VLA	2003 Mar. 30.55	113.61	8.46	 79	26	  gcn2280
021206    VLA   2003 Aug. 17.00 253.06  8.46    -99     31        xxxxxxx
021206    VLA   2003 Oct. 23.92 320.98  8.46    -99     19        xxxxxxx
021211	  VLA	2002 Dec. 11.57	0.10	8.46	12	36	  fps+03 
021211	  WSRT	2002 Dec. 12.00	0.53	4.9	-99	57	  gcn1777
021211	  VLA	2002 Dec. 12.39	0.92	8.46	-36	22	  fps+03
021211	  JCMT	2002 Dec. 12.51	1.04	347.0	2000	2500	  fps+03
021211	  VLA	2002 Dec. 13.40	1.93	8.46	 9	45	  fps+03 
021211	  VLA	2002 Dec. 13.40	1.93	22.5	48	62	  fps+03 
021211	  VLA	2002 Dec. 15.32	3.85	8.46	45	23	  fps+03 
021211	  VLA	2002 Dec. 16.29	4.82	8.46	-6.5	19	  fps+03 
021211	  WSRT	2002 Dec. 17.00	5.53	4.9	-99	40	  gcn1777
021211	  VLA	2002 Dec. 20.32	8.85	8.46	60	28	  fps+03 
021211	  VLA	2002 Dec. 22.26	10.79	8.46	0.3	27	  fps+03 
021211	  VLA	2002 Dec. 26.44	14.97	8.46	-7.3	23	  fps+03 
021211	  VLA	2002 Dec. 28.55	17.08	8.46	33	28	  fps+03 
021211	  VLA	2003 Jan. 04.39	23.92	8.46	2.4	24	  fps+03 
021211	  VLA	2003 Jan. 06.28	25.81	8.46	46	24	  fps+03 
021219	  VLA	2002 Dec. 20.03	0.71	4.86	-99	55	  gcn1774
030115	  VLA	2003 Jan. 15.35 0.21    8.46	-86	62	  gcn1827
030115	  MAMBO	2003 Jan. 16.08 0.94	250.0	400	900	  gcn1835 
030115	  WSRT	2003 Jan. 17.12	1.98	4.9	 24	21	  gcn1867 
030115	  VLA	2003 Jan. 17.42	2.28	8.46	 94	22	  gcn1827
030115	  MAMBO 2003 Jan. 18.31	3.17	250.0  2900    1600	  gcn1835 
030115	  JCMT	2003 Jan. 18.46	3.32	353.0	  0    2000	  gcn1832
030115	  VLA	2003 Jan. 20.37	5.23	8.46	 80	37	  xxxxx
030115	  WSRT  2003 Jan. 21.12	5.98	4.9	 89	24	  gcn1867 
030115	  VLA	2003 Jan. 22.40	7.26	8.46	 83	23	  xxxxx
030115	  VLA	2003 Jan. 26.24	11.10	8.46	 61     31        xxxxx
030115	  WSRT	2003 Jan. 27.10	11.96	4.9	 72	26	  gcn1867 
030115	  VLA	2003 Feb. 16.31	32.17 	8.46	 21	20	  xxxxx
030115	  VLA	2003 Feb. 26.23	42.09	8.46	 45	21	  xxxxx
030131    VLA   2003 Feb. 03.28  2.96  	4.86    -2.5	105	  xxxxx
030131    VLA	2003 Feb. 04.52  4.20   4.86    -47 	95	  xxxxx
030131    VLA	2003 Feb. 17.45 17.13   8.46      8     35	  xxxxx
030131	  VLA	2003 Mar. 02.48	30.16	8.46	-39	27	  xxxxx	
030226    VLA   2003 Feb. 26.28  0.12	8.46	-58     74        xxxxxx
030226    Ryle  2003 Feb. 27.10  0.94  	15.0	190     220       xxxxxx
030226    VLA   2003 Feb. 27.25  1.09   8.46     70     12	  xxxxxx
030226    OVRO	2003 Feb. 28.43  2.27  	98.0	-99     600       xxxxxx
030226    VLA   2003 Mar. 01.36  3.20  	22.5	104     47        xxxxxx
030226	  VLA	2003 Mar. 02.26  4.10   8.46    131     27	  xxxxxx
030226	  VLA	2003 Mar. 08.38	10.20	22.5	137	59	  xxxxxx
030226	  VLA	2003 Mar. 09.27	11.11	8.46	121	27	  xxxxxx
030226	  VLA	2003 Mar. 10.41	12.25	22.5	328	74	  xxxxxx
030226	  VLA	2003 Mar. 14.40	16.24	8.46	 44	37	  xxxxxx
030226	  VLA	2003 Mar. 15.33	17.17	22.5	227	66	  xxxxxx
030226	  VLA	2003 Mar. 17.44	19.28 	8.46	5.2	23	  xxxxxx
030226	  VLA	2003 Mar. 20.35	22.19	8.46	 40	21	  xxxxxx
030226	  VLA	2003 Mar. 23.19	25.03	8.46	 35	18	  xxxxxx
030226	  VLA	2003 Jun. 20.01	113.85	1.43	 27	39	  xxxxxx
030227	  VLA	2003 Feb. 28.00	 0.64   8.46   -6.6	34	  xxxxxx
030227	  VLA	2003 Mar. 05.97  6.61   8.46     64	24	  xxxxxx
030306	  VLA   2003 Mar. 07.77  1.62   4.86	-99	30	  xxxxxx
030306	  VLA	2003 Mar. 10.86	 4.71	4.86	-99	46	  xxxxxx
030306	  VLA	2003 Mar. 13.81	 7.66   4.86	-99	39	  xxxxxx
030323	  VLA	2003 Mar. 27.36	 3.45   8.46     28	38	  xxxxxx
030323	  VLA	2003 Mar. 27.36	 3.45   22.5    530	170	  xxxxxx
030324	  VLA	2003 Apr. 19.10	25.97   8.46    -99	60	  gcn2177
030329 	  OVRO 	2003 Mar. 30.29 0.81 	98 	57500 	800 	sfw+03 		
030329 	  OVRO 	2003 Mar. 31.27 1.79 	98 	60000 	900 	sfw+04 		
030329 	  OVRO 	2003 Apr. 2.25 	3.77 	98 	58500 	1300 	sfw+05 		
030329 	  OVRO 	2003 Apr. 3.26 	4.78 	98 	48400 	1300 	sfw+06 		
030329 	  OVRO 	2003 Apr. 4.28 	5.8 	98 	53900 	900 	sfw+07 		
030329 	  BIMA 	2003 Apr. 5.32 	6.84 	98 	59000 	2000 	sfw+08 		
030329 	  BIMA 	2003 Apr. 6.34 	7.86 	98 	47000 	2000 	sfw+09 		
030329 	  BIMA 	2003 Apr. 8.13 	9.65 	98 	41000 	5000 	sfw+10 		
030329 	  BIMA 	2003 Apr. 9.19 	10.71 	98 	33000 	3000 	sfw+11 		
030329 	  BIMA 	2003 Apr. 10.14 11.66 	98 	21000 	4000 	sfw+12 		
030329 	  OVRO 	2003 Apr. 10.23 11.75 	98 	25800 	3100 	sfw+13 		
030329 	  BIMA 	2003 Apr. 11.16 12.68 	98 	22000 	4000 	sfw+14 		
030329 	  OVRO 	2003 Apr. 11.24 12.76 	98 	19700 	4000 	sfw+15 		
030329 	  BIMA 	2003 Apr. 12.09 13.61 	98 	25000 	4000 	sfw+16 		
030329 	  BIMA 	2003 Apr. 14.18 15.7 	98 	14000 	4000 	sfw+17 		
030329 	  BIMA 	2003 Apr. 15.37 16.89 	98 	15000 	4000 	sfw+18 		
030329 	  BIMA 	2003 Apr. 16.21 17.73 	98 	11000 	3000 	sfw+19 		
030329    ATCA  2003 Mar. 30.06  0.58   8.50     3500    60       bkp+03 
030329    VLA   2003 Mar. 30.53  1.05   4.86      540   130       bkp+03 
030329    VLA   2003 Mar. 30.53  1.05   8.46     1980   170       bkp+03 
030329    Ryle  2003 Mar. 30.91  1.43   15.3    10380   280       bkp+03    
030329    Ryle  2003 Mar. 31.12  1.64   15.3    13050   280       bkp+03    
030329    Ryle  2003 Mar. 31.91  2.43   15.3    18660   280       bkp+03    
030329    Ryle  2003 Apr. 01.12  2.64   15.3    18290   280       bkp+03     
030329    VLA   2003 Apr. 01.13  2.65   1.43      149    71       bkp+03   
030329    VLA   2003 Apr. 01.13  2.65   15.0    19680   140       bkp+03 
030329    VLA   2003 Apr. 01.13  2.65   22.5    30400    60       bkp+03   
030329    VLA   2003 Apr. 01.13  2.65   43.3    46630   180       bkp+03 
030329    VLA   2003 Apr. 01.13  2.65   4.86     3450    50       bkp+03 
030329    VLA   2003 Apr. 01.13  2.65   8.46     8500    50       bkp+03   
030329    Ryle  2003 Apr. 01.98  3.50   15.3    16750   270       bkp+03    
030329    VLA   2003 Apr. 02.05  3.57   1.43      187    99       bkp+03 
030329    VLA   2003 Apr. 02.05  3.57   15.0    16980   190       bkp+03 
030329    VLA   2003 Apr. 02.05  3.57   22.5    31590   140       bkp+03 
030329    VLA   2003 Apr. 02.05  3.57   43.3    44170   350       bkp+03 
030329    VLA   2003 Apr. 02.05  3.57   4.86     1510    50       bkp+03 
030329    VLA   2003 Apr. 02.05  3.57   8.46     6110    40       bkp+03 
030329    Ryle  2003 Apr. 03.07  4.59   15.3    20360   450       bkp+03    
030329    VLA   2003 Apr. 03.21  4.73   1.43      103   119       bkp+03 
030329    VLA   2003 Apr. 03.21  4.73   15.0    22590   120       bkp+03   
030329    VLA   2003 Apr. 03.21  4.73   22.5    35570    90       bkp+03 
030329    VLA   2003 Apr. 03.21  4.73   43.3    46320   230       bkp+03 
030329    VLA   2003 Apr. 03.21  4.73   4.86     3580    40       bkp+03 
030329    VLA   2003 Apr. 03.21  4.73   8.46     9680    30       bkp+03  
030329    Ryle  2003 Apr. 04.09  5.61   15.3    29130   520       bkp+03     
030329    Ryle  2003 Apr. 04.97  6.49   15.3    27970   260       bkp+03     
030329    VLA   2003 Apr. 05.37  6.89   1.43      433   122       bkp+03 
030329    VLA   2003 Apr. 05.37  6.89   15.0    28580   200       bkp+03 
030329    VLA   2003 Apr. 05.37  6.89   22.5    44090   150       bkp+03  
030329    VLA   2003 Apr. 05.37  6.89   43.3    55330   430       bkp+03 
030329    VLA   2003 Apr. 05.37  6.89   4.86     6770    80       bkp+03   
030329    VLA   2003 Apr. 05.37  6.89   8.46    15560    60       bkp+03 
030329    Ryle  2003 Apr. 05.97  7.49   15.3    28690   260       bkp+03     
030329    VLA   2003 Apr. 06.16  7.68   1.43     113     84       bkp+03 
030329    VLA   2003 Apr. 06.16  7.68   15.0    27260   210       bkp+03 
030329    VLA   2003 Apr. 06.16  7.68   22.5    39680   200       bkp+03 
030329    VLA   2003 Apr. 06.16  7.68   43.3    43810  1000       bkp+03 
030329    VLA   2003 Apr. 06.16  7.68   4.86     5340   100       bkp+03 
030329    VLA   2003 Apr. 06.16  7.68   8.46    12550   210       bkp+03 
030329    Ryle  2003 Apr. 07.06  8.58   15.3    29290   490       bkp+03     
030329    Ryle  2003 Apr. 07.89  9.41   15.3    29150   440       bkp+03     
030329    VLA   2003 Apr. 07.97  9.49   1.43      158   226       bkp+03    
030329    VLA   2003 Apr. 07.97  9.49   15.0    28500   230       bkp+03 
030329    VLA   2003 Apr. 07.97  9.49   22.5    48160   230       bkp+03 
030329    VLA   2003 Apr. 07.97  9.49   43.3    43060  1330       bkp+03 
030329    VLA   2003 Apr. 07.97  9.49   4.86     3550   110       bkp+03 
030329    VLA   2003 Apr. 07.97  9.49   8.46    13580    90       bkp+03  
030329    Ryle  2003 Apr. 09.89 11.41   15.3    30780   510       bkp+03    
030329    VLA   2003 Apr. 10.38 11.90   1.43      -39   192       bkp+03    
030329    VLA   2003 Apr. 10.38 11.90   15.0    31400   250       bkp+03 
030329    VLA   2003 Apr. 10.38 11.90   22.5    42500   140       bkp+03 
030329    VLA   2003 Apr. 10.38 11.90   43.3    37860   460       bkp+03 
030329    VLA   2003 Apr. 10.38 11.90   4.86     7510    80       bkp+03 
030329    VLA   2003 Apr. 10.38 11.90   8.46    17700    50       bkp+03 
030329    Ryle  2003 Apr. 11.05 12.57   15.3    28520   510       bkp+03   
030329    VLA   2003 Apr. 11.17 12.69   15.0    29600   290       bkp+03 
030329    VLA   2003 Apr. 11.17 12.69   22.5    36840   160       bkp+03 
